utm_campaign,condition,facultyShown,peerCounts
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,"[""Cesar Cuenca"",""Tamunonye Cheetham-West"",""Amadou Bah"",""Chelsea Walton"",""Juanita Pinzon Caicedo"",""Gustavo Ponce"",""Mahlet Tadesse"",""Santiago Canez"",""Sean T. Paul"",""Carina Curto"",""Joaquin Moraga"",""Carlos Garcia-Cervera"",""David Caraballo"",""Idris Assani"",""Edinah Gnang"",""Mariel Vazquez"",""Aissa Wade"",""Michael Young"",""Daniela De Silva"",""Javier Gamez-Serrano"",""Wilfrid Gangbo"",""Gloria Mari-Beffa"",""Luis Casian"",""Karola Meszaros"",""Tolulope Fadina"",""Pedro J. Saenz"",""Javier Pena"",""Juan Pablo Mejia Ramos"",""Angelica Cueto"",""Sara Shamekh"",""John Johnson"",""Hector D. Ceniceros"",""Rodolfo Rosales"",""Daniel Alvarez-Gavela""]","[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AT-aed324f3-6bdf-482f-b55b-12f1631e1e45,treatment,"[""Richard Green"",""Jose Ramon Madrid Padilla"",""Yairon Cid Ruiz"",""Jose Perea"",""Eric Quinto"",""Gerard Awanou"",""Alejandro Morales"",""Xavier Perez Gimenez"",""Raul Curto"",""Rodica Curtu"",""Jonathan Esole"",""Tonatiuh Sanchez Vizuet"",""Talea L. Mayo"",""Fernando Guevara Vasquez"",""Michael M. Tom"",""Malena Espanol"",""Ronnie Nagloo"",""Daniel Hernandez"",""Pedro Aceves Sanchez"",""Laura Colmenarejo"",""Calistus Ngonghala"",""Chartese Jones"",""Abdulnasah Soale"",""Danny Martin"",""Ricardo Cortez"",""Hiram H. Lopez Valdez"",""Patricio Gallardo Candela"",""Carlos Soto"",""Gerardo A. Mendoza"",""Lace Padilla""]","[""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Arizona State University"",""Boston University"",""Dartmouth College"",""University of Florida"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri"",""University of Nebraska-Lincoln"",""Auburn University"",""Case Western Reserve University"",""Temple University"",""University of Delaware""]"
AT-eef831cc-b57e-42c4-be0d-c4da35082588,treatment,,
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,,
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,"[""Cesar Cuenca"",""Tamunonye Cheetham-West"",""Amadou Bah"",""Chelsea Walton"",""Juanita Pinzon Caicedo"",""Gustavo Ponce"",""Mahlet Tadesse"",""Santiago Canez"",""Sean T. Paul"",""Carina Curto"",""Joaquin Moraga"",""Carlos Garcia-Cervera"",""David Caraballo"",""Idris Assani"",""Edinah Gnang"",""Mariel Vazquez"",""Aissa Wade"",""Michael Young"",""Daniela De Silva"",""Javier Gamez-Serrano"",""Wilfrid Gangbo"",""Gloria Mari-Beffa"",""Luis Casian"",""Karola Meszaros"",""Tolulope Fadina"",""Pedro J. Saenz"",""Javier Pena"",""Juan Pablo Mejia Ramos"",""Angelica Cueto"",""Sara Shamekh"",""John Johnson"",""Hector D. Ceniceros"",""Rodolfo Rosales"",""Daniel Alvarez-Gavela""]","[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AT-c5355df1-0546-4b9d-9742-397b3ad79842,treatment,,
AT-c5355df1-0546-4b9d-9742-397b3ad79842,treatment,,
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,"[""Cesar Cuenca"",""Tamunonye Cheetham-West"",""Amadou Bah"",""Chelsea Walton"",""Juanita Pinzon Caicedo"",""Gustavo Ponce"",""Mahlet Tadesse"",""Santiago Canez"",""Sean T. Paul"",""Carina Curto"",""Joaquin Moraga"",""Carlos Garcia-Cervera"",""David Caraballo"",""Idris Assani"",""Edinah Gnang"",""Mariel Vazquez"",""Aissa Wade"",""Michael Young"",""Daniela De Silva"",""Javier Gamez-Serrano"",""Wilfrid Gangbo"",""Gloria Mari-Beffa"",""Luis Casian"",""Karola Meszaros"",""Tolulope Fadina"",""Pedro J. Saenz"",""Javier Pena"",""Juan Pablo Mejia Ramos"",""Angelica Cueto"",""Sara Shamekh"",""John Johnson"",""Hector D. Ceniceros"",""Rodolfo Rosales"",""Daniel Alvarez-Gavela""]","[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,,
AT-7984d218-8a6a-4bb2-8296-aaabfd9b193a,treatment,"[""Philippe Rukimbira"",""Raegan Higgins"",""Toka Diagana"",""Theodore Tachim Medjo"",""Mariana Montiel"",""Marius N. Nkashama"",""Luis Tenorio"",""Paul Hurtado"",""E. Olusegun George"",""Matthew Hernandez"",""Sheree Sharpe"",""Louis Roder Tcheugoue Tebou"",""Roberto Toro-Rodriguez"",""Martial Longla"",""Cecilia Diniz Behn"",""Roger Sidje"",""Norou Diawara"",""Maria Cristina Pereyra"",""David Cruz-Uribe"",""Erwin Mina Diaz"",""Javier Alejandro Chavez-Dominguez"",""Velinda Calvert""]","[""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville"",""University of Maine"",""University of Nevada, Las Vegas"",""University of North Texas"",""University of Texas at Arlington"",""Mississippi State University"",""Old Dominion University"",""University of Alabama in Huntsville"",""University of Denver""]"
AT-dc2cfc23-8794-46dd-8700-f24602dbaeec,treatment,,
AT-2e0a96d4-cf33-4fff-8687-6797e22c6bda,treatment,,
AC-818aed39-95be-4f01-b18e-5982c5937265,control,,"[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-9c24b33b-a5ab-4724-bed7-f9996a57da20,control,,"[""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville"",""University of Maine"",""University of Nevada, Las Vegas"",""University of North Texas"",""University of Texas at Arlington"",""Mississippi State University"",""Old Dominion University"",""University of Alabama in Huntsville"",""University of Denver"",""North Dakota State University"",""University of Texas at El Paso"",""University of Texas at San Antonio"",""University of Southern Mississippi""]"
AC-9c24b33b-a5ab-4724-bed7-f9996a57da20,control,,"[""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville"",""University of Maine"",""University of Nevada, Las Vegas"",""University of North Texas"",""University of Texas at Arlington"",""Mississippi State University"",""Old Dominion University"",""University of Alabama in Huntsville"",""University of Denver"",""North Dakota State University"",""University of Texas at El Paso"",""University of Texas at San Antonio"",""University of Southern Mississippi""]"
AC-1f788317-7bb3-4e1e-b870-d9a9cb052e26,control,,
AC-9c24b33b-a5ab-4724-bed7-f9996a57da20,control,,
AC-2d737019-2b02-4af0-bd58-7babb7ad5395,control,,
AC-525276cc-31a9-4b64-9975-c081de675fe4,control,,
AC-ae019156-a36f-4e74-b777-a779e0a12952,control,,"[""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Arizona State University"",""Boston University"",""Dartmouth College"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri""]"
AC-f1f9c267-8799-466d-9752-7cfe8d168742,control,,
AC-671f49b2-3d07-42fb-bc4b-a508801fd02f,control,,"[""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia""]"
AC-e49f7178-a233-4a9c-a603-cb654a1eab70,control,,"[""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri"",""University of Nebraska-Lincoln"",""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater""]"
AC-e32360b8-0b07-4892-87fe-b83412e167a6,control,,"[""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri"",""Auburn University"",""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University""]"
AC-2194a285-4862-4051-bf58-a97360a1d5e6,control,,"[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-a935084b-8166-4069-9ca5-188aa5c24673,control,,"[""University of Nebraska-Lincoln"",""Auburn University"",""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi""]"
AC-9fc9ff8f-7a14-4418-8211-30f11995faa1,control,,
AC-37c7ab4a-5cf3-47be-9032-84370b832d40,control,,"[""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Boston University"",""Dartmouth College"",""University of Florida"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University""]"
AC-689665c4-2066-446d-84c9-6c68bbb8ae61,control,,"[""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri"",""University of Nebraska-Lincoln"",""Auburn University"",""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire""]"
AC-bae45c20-fa38-4ae7-8627-0d1b25eafea8,control,,"[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-5e11d866-4b30-437a-b562-2b777e00c62f,control,,"[""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville"",""University of Maine"",""University of Nevada, Las Vegas"",""University of North Texas"",""University of Texas at Arlington"",""Mississippi State University"",""Old Dominion University"",""University of Alabama in Huntsville"",""North Dakota State University"",""University of Louisiana at Lafayette"",""University of Texas at El Paso"",""University of Texas at San Antonio"",""University of Southern Mississippi""]"
AC-ed421c55-db1d-44a5-933b-0bc5b1f64a74,control,,
AC-62d8a282-c75d-4456-87fe-b36eaff955b8,control,,"[""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville""]"
AC-e31bcaf8-efad-4a2d-a332-b7121297a89f,control,,"[""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Arizona State University"",""Boston University"",""Dartmouth College"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri""]"
AC-c5980cac-2cb0-41fb-a3c0-a78dd8860a7c,control,,"[""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Arizona State University"",""Boston University"",""Dartmouth College"",""University of Florida"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University""]"
AC-98c762da-9d5a-428c-82c8-04e888e32bc9,control,,
AC-98c762da-9d5a-428c-82c8-04e888e32bc9,control,,
AC-5cfaae34-1e2a-4634-a39e-8398bdc968bf,control,,"[""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University""]"
AC-5b6aa308-1c5e-4228-afc5-ebe7ad681f51,control,,"[""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University"",""Northeastern University"",""Virginia Tech"",""Arizona State University"",""Boston University"",""Dartmouth College"",""University of Florida"",""University of Georgia"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Missouri"",""University of Nebraska-Lincoln"",""Auburn University""]"
AC-c7e07a9a-ea9f-457b-8705-19d23c5d2090,control,,"[""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
