utm_campaign,condition,facultyShown,peerCounts
PT-ce34b322-e5d0-439a-a132-e0e3f9d02c8e,treatment,"[""Miguel Arratia"",""Moussa Ngom"",""Jillian M. Bellovary"",""Denis R. Candido"",""G. Andres Cisneros"",""Mark Akubo"",""Kelle L. Cruz"",""Mauricio Santillana"",""Sharonda Leblanc"",""Lea Ferreira Dos Santos"",""Adebanjo Oriade"",""Raquel Ribeiro"",""Justin F. Vazquez-Poritz"",""Francisco Elohim Becerra Chavez"",""Emanuela Del Gado"",""Donna Stokes"",""Paola Barbara"",""James Daniel Whitfield"",""Eugene Mananga"",""Victor M. Acosta"",""Alberto De La Torre"",""Rhonda Dzakpasu"",""Trevor Rhone"",""Marcel Ngoko Djiokap"",""Luiz Santos"",""Herbert Fotso"",""Gabriela Gonzalez"",""Aran Garcia-Bellido"",""Johan Bonilla Castro"",""Byron Freelon"",""Sophia N. Suarez"",""Miguel Fiolhais""]","[""University of Rochester"",""Virginia Tech"",""Case Western Reserve University"",""Graduate Center, CUNY"",""Dartmouth College"",""Emory University"",""Iowa State University"",""Northeastern University"",""Rensselaer Polytechnic Institute"",""Syracuse University"",""University of California, Riverside"",""University of Massachusetts Amherst"",""University of Southern California"",""University of Tennessee"",""Brandeis University"",""Clemson University"",""North Carolina State University"",""University of Iowa"",""University of Oregon"",""University of Utah"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Baylor University""]"
PT-ce0f9d61-654e-4b4a-a1a7-75827214f85f,treatment,"[""Aomawa Shields"",""Cora Dvorkin"",""Akaa Daniel Ayangeakaa"",""Isabel Garcia Garcia"",""Carlos Bustamante"",""Keith Baker"",""Danielle Speller"",""Nuris Figueroa Morales"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Indara Suarez"",""Carl Rodriguez"",""Charles Brown"",""Eduardo Rozo"",""Divine P. Kumah"",""Raul Briceno"",""Joseph Berry"",""Carmen Carmona Benitez"",""Juan Pedro Ochoa-Ricoux"",""Julio Barreiro Guerrero"",""Rolando Valdes Aguilar"",""Gustavo Joaquin Turiaci"",""John Joseph Carrasco"",""Raquel Queiroz"",""Jesus Perezrios"",""Melinda Soares-Furtado"",""Francesca Serra"",""Pablo Jarillo-Herrero"",""Maria Gonzalez-Garcia"",""Alvaro Chavarria"",""Rene Lopez"",""Kerstin M. Perez"",""Clifford Johnson"",""Ignacio Taboada"",""Stephon H. Alexander"",""Carlos Arguelles-Delgado"",""Ana Asenjo Garcia"",""Monika Schleier-Smith"",""Carlos Silva"",""Manuel Calderon De La Barca Sanchez"",""Anthony Pullen"",""Fernando Brandao"",""Hernan Garcia"",""Mayda Velasco"",""Filomena Nunes"",""Ismaila Dabo"",""Sylvester Gates"",""Ronald Fernando Garcia Ruiz"",""Ibrahima Bah""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-d31e1665-c9c5-46a3-b00a-c98a5f99b043,treatment,"[""Gabriela Gonzalez"",""Marcel Ngoko Djiokap"",""Sharonda Leblanc"",""Miguel Fiolhais"",""Rhonda Dzakpasu"",""Miguel Arratia"",""Justin F. Vazquez-Poritz"",""Aran Garcia-Bellido"",""James Daniel Whitfield"",""Mauricio Santillana"",""Trevor Rhone"",""Emanuela Del Gado"",""Mark Akubo"",""Paola Barbara"",""Johan Bonilla Castro"",""Raquel Ribeiro"",""Jose Menendez"",""Ricardo Alarcon"",""Antia Sanchez Botana"",""Moussa Ngom"",""Francisco Elohim Becerra Chavez"",""Sophia N. Suarez"",""Luiz Santos"",""Adebanjo Oriade"",""Denis R. Candido"",""Fernando Ponce"",""Alberto De La Torre"",""Kelle L. Cruz"",""Victor M. Acosta"",""Jorge V. Jose"",""Lea Ferreira Dos Santos"",""Jillian M. Bellovary"",""Eugene Mananga""]","[""Texas A&M University"",""University of California, Santa Cruz"",""University of Notre Dame"",""Arizona State University"",""Florida State University"",""Indiana University Bloomington"",""University of Rochester"",""Virginia Tech"",""Case Western Reserve University"",""Graduate Center, CUNY"",""Dartmouth College"",""Emory University"",""Iowa State University"",""Northeastern University"",""Rensselaer Polytechnic Institute"",""Syracuse University"",""University of California, Riverside"",""University of Massachusetts Amherst"",""University of Southern California"",""University of Tennessee"",""Clemson University"",""North Carolina State University"",""University of Iowa"",""University of Oregon"",""University of Utah"",""Boston College"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University""]"
PT-981983be-c11c-42d6-864a-ed7f4182b595,treatment,"[""Richard Anantua"",""Nathaly Santiesteban"",""Mario Borunda"",""Paulo Araujo"",""Chanda Prescod-Weinstein"",""John Federici"",""Francisco Muller Sanchez"",""Raquel Castillo Fernandez"",""Jacob Gayles"",""Arturo Ponce-Pedraza"",""Trevor Tyson"",""Kelly Nash"",""Kerwin Crayton Foster"",""Elena Roxana Margine"",""Cecille Labuda"",""Salvador Barraza-Lopez"",""Maria J. Rodriguez"",""Orlando Alvarez"",""Xochitl Lopez-Lozano"",""Massimillano Bonamente"",""Clayton E. Simien""]","[""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire"",""University of South Carolina"",""Georgia State University"",""New Jersey Institute of Technology"",""University of Alabama in Huntsville"",""University of Nevada, Las Vegas"",""Wayne State University"",""Binghamton University"",""Kent State University"",""Texas Tech University"",""University of Arkansas"",""University of Denver"",""University of South Florida"",""Mississippi State University"",""University at Albany, SUNY"",""University of Mississippi"",""University of Colorado Denver"",""Old Dominion University"",""University of Alabama at Birmingham"",""University of Louisville"",""University of Maine"",""University of Nevada, Reno"",""University of Memphis"",""University of North Texas"",""Virginia Commonwealth University"",""Utah State University"",""University of Texas at San Antonio"",""University of Texas at El Paso"",""North Dakota State University"",""University of Louisiana at Lafayette"",""University of Southern Mississippi"",""University of Montana""]"
PT-68d82ece-16ef-4114-8ab3-0c42563a1af6,treatment,"[""Richard Anantua"",""Nathaly Santiesteban"",""Mario Borunda"",""Paulo Araujo"",""Chanda Prescod-Weinstein"",""John Federici"",""Francisco Muller Sanchez"",""Raquel Castillo Fernandez"",""Jacob Gayles"",""Arturo Ponce-Pedraza"",""Trevor Tyson"",""Kelly Nash"",""Kerwin Crayton Foster"",""Elena Roxana Margine"",""Cecille Labuda"",""Salvador Barraza-Lopez"",""Maria J. Rodriguez"",""Orlando Alvarez"",""Xochitl Lopez-Lozano"",""Massimillano Bonamente"",""Clayton E. Simien""]","[""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire"",""University of South Carolina"",""Georgia State University"",""New Jersey Institute of Technology"",""University of Alabama in Huntsville"",""University of Nevada, Las Vegas"",""Wayne State University"",""Binghamton University"",""Kent State University"",""Texas Tech University"",""University of Arkansas"",""University of Denver"",""University of South Florida"",""Mississippi State University"",""University at Albany, SUNY"",""University of Mississippi"",""University of Colorado Denver"",""Old Dominion University"",""University of Alabama at Birmingham"",""University of Maine"",""University of Nevada, Reno"",""University of Memphis"",""University of North Texas"",""Virginia Commonwealth University"",""Utah State University"",""Florida International University"",""University of Texas at San Antonio"",""University of Texas at El Paso"",""North Dakota State University"",""University of Louisiana at Lafayette"",""University of Southern Mississippi"",""University of Montana""]"
PC-c2d5d673-3a6a-4924-bd43-76f3973b4598,control,,"[""University of Utah"",""Boston College"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Drexel University"",""Ohio University"",""Temple University"",""Tulane University"",""University of Central Florida"",""University of Cincinnati"",""University of Maryland, Baltimore County"",""University of Wisconsin-Milwaukee"",""West Virginia University"",""Auburn University"",""Oregon State University"",""University of Hawaii at Manoa"",""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire""]"
PC-0dfe137c-aa80-4839-b113-0b74b35b7f94,control,,
PC-fe8e1402-cde8-4038-93e2-aa5cc7ea50e3,control,,"[""Massachusetts Institute of Technology"",""Stanford University"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PC-411e114d-b15a-4aec-beb3-b995f95da45c,control,,"[""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Baylor University"",""Drexel University"",""Ohio University"",""Temple University"",""Tulane University"",""University of Central Florida"",""University of Cincinnati"",""University of Maryland, Baltimore County"",""University of Wisconsin-Milwaukee"",""West Virginia University"",""Auburn University"",""Oregon State University"",""University of Hawaii at Manoa"",""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire"",""University of South Carolina"",""Georgia State University"",""New Jersey Institute of Technology"",""University of Alabama in Huntsville"",""University of Nevada, Las Vegas"",""Wayne State University"",""Binghamton University"",""Kent State University"",""Texas Tech University"",""University of Arkansas"",""University of Denver"",""University of South Florida"",""Mississippi State University"",""University at Albany, SUNY"",""University of Mississippi"",""University of Colorado Denver"",""Old Dominion University"",""University of Alabama at Birmingham"",""University of Louisville"",""University of Maine"",""University of Nevada, Reno"",""University of Memphis""]"
PC-af4d13ae-7f14-480d-9372-35ab4db72cc3,control,,"[""University of Iowa"",""University of Oregon"",""University of Utah"",""Boston College"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""Baylor University"",""Drexel University"",""Ohio University"",""Temple University"",""Tulane University"",""University of Central Florida"",""University of Cincinnati"",""University of Maryland, Baltimore County"",""University of Wisconsin-Milwaukee"",""West Virginia University"",""Auburn University"",""Oregon State University"",""University of Hawaii at Manoa"",""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire""]"
PC-20409428-dd5d-4384-88ac-0bd47ac68217,control,,"[""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire"",""University of South Carolina"",""Georgia State University"",""New Jersey Institute of Technology"",""University of Alabama in Huntsville"",""University of Nevada, Las Vegas"",""Wayne State University"",""Binghamton University"",""Kent State University"",""Texas Tech University"",""University of Arkansas"",""University of Denver"",""University of South Florida"",""Mississippi State University"",""University at Albany, SUNY"",""University of Colorado Denver"",""Old Dominion University"",""University of Alabama at Birmingham"",""University of Louisville"",""University of Maine"",""University of Nevada, Reno"",""University of Memphis"",""University of North Texas"",""Virginia Commonwealth University"",""Utah State University"",""Florida International University"",""University of Texas at San Antonio"",""University of Texas at El Paso"",""North Dakota State University"",""University of Louisiana at Lafayette"",""University of Southern Mississippi"",""University of Montana""]"
